pentad,2015-2017_Apr_mean,2015-2017_Aug_mean,2015-2017_Dec_mean,2015-2017_Feb_mean,2015-2017_Jan_mean,2015-2017_July_mean,2015-2017_June_mean,2015-2017_Mar_mean,2015-2017_May_mean,2015-2017_Nov_mean,2015-2017_Oct_mean,2015-2017_Sep_mean,2015_Apr_mean,2015_Aug_mean,2015_Dec_mean,2015_Feb_mean,2015_Jan_mean,2015_July_mean,2015_June_mean,2015_Mar_mean,2015_May_mean,2015_Nov_mean,2015_Oct_mean,2015_Sep_mean,2016_Apr_mean,2016_Aug_mean,2016_Dec_mean,2016_Feb_mean,2016_Jan_mean,2016_July_mean,2016_June_mean,2016_Mar_mean,2016_May_mean,2016_Nov_mean,2016_Oct_mean,2016_Sep_mean,2017_Feb_mean,2017_Jan_mean,2017_Mar_mean,mean_all
3050_2545,0.30300445261925707,0.24449790915634542,0.19369321386092908,0.303611567025103,0.28172198670617304,0.2523962267563367,0.2713321603207429,0.28710044428333986,0.281068727966815,0.1906964124475884,0.2067241476405891,0.2305652181050162,0.3261402602015437,0.23811858997203816,0.19009542139893212,0.26258189585421726,0.32118088193065475,0.24160822080474115,0.25639715961677734,0.2856444381487579,0.2767353208596016,0.18947038237112304,0.20607345733898422,0.22320922200846297,0.28565259602448106,0.25087722910569843,0.19729100623332604,0.20089477494317662,0.19526971484449152,0.2631842329078091,0.286267160604278,0.23730352460290413,0.286846605187263,0.19233111937932676,0.2072121644673471,0.2379212139603388,0.4473580271557015,0.32871536316417305,0.3896063006966341,0.2578955008394182
3050_2550,0.2912889481759815,0.22203901688971456,0.18830050573119145,0.28902696887126267,0.2696754614169408,0.23294148923713004,0.25336038511394327,0.2806244140705675,0.26169713556287644,0.1842927190709317,0.1975487573160341,0.21382848575485902,0.3031922251141026,0.21670657747014935,0.18277095562456236,0.26088982714878817,0.30743127096521833,0.22519869795368389,0.24147861834707016,0.28324938748588185,0.2560472206788275,0.18015483292858406,0.19305678801382195,0.20400498673629672,0.2823614898526826,0.2273714566050495,0.1938300553730395,0.19645738362956136,0.1902270061729761,0.24068428202055128,0.26524215158504666,0.23455318799400826,0.2692303559012246,0.1898099001997022,0.2009177337874199,0.22365198519594953,0.4097336932368901,0.31136810641545654,0.3675169187592649,0.24449240437414785
3050_2555,0.29376025171907383,0.22280087663165735,0.19152973821105834,0.29500557569085617,0.26692733808207797,0.23064967967866198,0.2519067457698761,0.28642724994070323,0.2613555530256744,0.1901516399650415,0.20210981001658754,0.2177394354073236,0.3012169798789589,0.21890766574733242,0.1845087455542522,0.25918210706536576,0.30813828539396193,0.2233981714135072,0.23921809594295954,0.27969078820243576,0.2519830979551572,0.1845712793179401,0.19696850136653016,0.20986667323674899,0.28816770663645175,0.2266940868129673,0.1985507312951873,0.1893320175492576,0.18500106612859668,0.23790118553840264,0.26459539483863925,0.23634503922398503,0.27385215852047756,0.1975921213792277,0.2059657916798843,0.22561219752275977,0.43650260504255906,0.30764266450188976,0.40006459427861346,0.24662862790474507
3050_2600,0.29344860931932365,0.22345195824037428,0.1948753730772461,0.29622814798681857,0.2702206867079766,0.225704457117896,0.24549514872844141,0.28948269540792604,0.25586443933145986,0.1939180854545987,0.20747948457647136,0.22348744267270335,0.2903734316207849,0.2161346488053046,0.18453764597865946,0.25188482951351737,0.29384438106913424,0.216094763565717,0.23182899935878742,0.2718427195257748,0.2406327738259375,0.18760170400255344,0.1990034963182105,0.2119856063832858,0.29575499264780425,0.23076926794304514,0.20521310076033009,0.19384060236704598,0.18707927136852745,0.23531415004332484,0.259161296943185,0.25072891111635304,0.2761733285195435,0.20233992713948953,0.21383647643212786,0.23498927794101107,0.44295901222073514,0.32973840511588837,0.4022702121779689,0.24756178688011457
3050_2605,0.3080046560284321,0.23046358255757501,0.20617970143267023,0.30118371765983126,0.2803177758135845,0.23785979521860473,0.2586178851502266,0.2931161653074402,0.27351796545355894,0.20284565303664803,0.21914325072121982,0.23410090248475454,0.30124966393881575,0.22433392464804738,0.18837849253573805,0.26241862452773834,0.30137803373129474,0.23280727430924575,0.24371415913978237,0.28276016137832055,0.2574079534943816,0.19214664642577586,0.20829684146466912,0.22112834988785152,0.31307090073119714,0.23659323988260528,0.22398091010425403,0.2144947296434517,0.19345582169542241,0.24291231502234822,0.2735216101325189,0.26535360803141034,0.29499798346247474,0.21711099537931003,0.22727805769708295,0.24707345419434834,0.4266377994913911,0.34611947044363994,0.36935328579523613,0.2575640698616694
3050_2610,0.3210338016112131,0.23126860739702873,0.22070502652463594,0.32691457957222325,0.2975186752594808,0.2390419780091485,0.25943257958110455,0.31527559568107844,0.2785020733215983,0.211245732021817,0.23055393773300795,0.2433788236937073,0.31861743246869395,0.22345239613256887,0.19693210208228515,0.28233134574933144,0.3305753288613107,0.22777163736336106,0.2397535103101845,0.2983745282979391,0.2599532333763521,0.20119657253055634,0.22025420564975481,0.23138067257227884,0.32284607759622597,0.2390848184616118,0.24447795198015546,0.22371232681231407,0.20387657961974423,0.2503123187652128,0.27911164898297836,0.2843205543867313,0.3032338607790953,0.22464461100118013,0.23827873634917113,0.25537697726190367,0.47470006762997735,0.35810411464385034,0.4109878114370369,0.269469803924587
3050_2615,0.32907805239010623,0.2324681821471126,0.21718110166673174,0.328196008687941,0.29356194223455084,0.23610192511956046,0.2590834165664499,0.3205536875965352,0.2765800412286545,0.2084682295785509,0.22650375411562298,0.2435965288310736,0.3056046501266821,0.2215830058788983,0.19513554509116482,0.271151462372653,0.32980561240211775,0.22267822891699118,0.23941176206521367,0.28094931185555366,0.2539505992359385,0.19596562422600722,0.21199679572578864,0.22670842306459557,0.3466831048094933,0.24335335861954888,0.23922665893242806,0.2355808086749624,0.20622827837310576,0.24952562139959325,0.27875507091980123,0.31554647304103595,0.3067526294865658,0.22513837051104282,0.23738397321961327,0.2604846336750317,0.4778557544845264,0.3446519381607863,0.40977687177394423,0.2692009029674057
3055_2450,0.2716736177706837,0.21959956303987638,0.1667116317491609,0.24226079059569963,0.19298114647499412,0.22707817788818077,0.24326334071407604,0.2669567479273484,0.25059919157763205,0.17236937693796206,0.1860685521199618,0.2077703989701554,0.29213070343958947,0.21895614901836666,0.16019434287921505,0.19070169189333538,0.18455642703271333,0.23105108314992726,0.24385520321392484,0.2569976599103674,0.2539844154947319,0.17112361397231635,0.1822106669787208,0.2041686531670658,0.25633080418345183,0.22024297681854235,0.17322892113177688,0.20258664630856002,0.17639863934922725,0.22310527187766616,0.24267147780948767,0.2543780382616372,0.24608555906306787,0.17403039376678484,0.1889619664362838,0.21137214567041765,0.3334940337470993,0.21798837314422662,0.3120323436367614,0.22130226266632366
3055_2455,0.2904233002103004,0.22036844227294144,0.1661591331554606,0.2549546782640701,0.191835862049397,0.23229253391332919,0.250246076569802,0.2878111678414274,0.2578780343833618,0.17112081007175595,0.1860919238294748,0.21164278351080626,0.3143655039873198,0.21397500131606614,0.15981895198130586,0.2009686994246594,0.1919824371422804,0.23361613900572145,0.24659922087666725,0.28974007074199926,0.2545480282148424,0.17003671647799887,0.18331778679425578,0.2086382525853268,0.2724666469536591,0.22676188378120107,0.17249931463976903,0.18853442860245154,0.1742812934211842,0.23096892807656808,0.25389293144964487,0.25387904466328853,0.2623180436327102,0.17256626825190385,0.18817252705044266,0.21464731433290116,0.37536090933592864,0.20924385654275668,0.3518176005600118,0.22768498441612797
3055_2500,0.29548175581261366,0.22729334390268185,0.17068699579151772,0.2615996393393191,0.20588835032448297,0.23963885460045467,0.25751134713941104,0.2901252249839899,0.2663218700339902,0.1745627491728891,0.19119943926502003,0.2136277383767158,0.3051845585991121,0.21672972057369658,0.16547531130741747,0.21383122548419606,0.2165989175052912,0.22995612390553036,0.2441300596424984,0.30049888617346177,0.25579503171704193,0.17388160945115322,0.1885875224529539,0.21058010358869975,0.28820465500298525,0.23785696716274407,0.1758986814748789,0.1807736762205723,0.17554633469630126,0.24932158637747073,0.2708926359872152,0.23736908065566964,0.28035765493445436,0.17547093463456817,0.19315837682065426,0.21667537254442448,0.3901940143350977,0.22551979865468727,0.37489019177171723,0.23406014745843068
3055_2505,0.28249232654471157,0.22594284171456933,0.17664921815954435,0.2568924054402256,0.2169706851459834,0.24306332860639485,0.26313236094724546,0.2746625143769857,0.26782165624238397,0.17984517870471725,0.1955037208408077,0.20958288706039724,0.2904044983612568,0.22092013850288728,0.17008864811476995,0.22058942323763914,0.23115439934258875,0.23365126025385316,0.2472517562970256,0.28383968142483124,0.2570430536840015,0.17719035902245653,0.18997086630438506,0.20836397996716177,0.27655819884086963,0.2309655454861411,0.18320978762419204,0.18105420889817736,0.1770872609304486,0.2524753978763462,0.2790129676009261,0.2214908473574775,0.28219312744450387,0.18338493861160218,0.1996533619758499,0.21080179363421694,0.36903358330117897,0.24267039516491284,0.3626515110216836,0.23391752472529317
3055_2510,0.27427705080282017,0.22933298336285116,0.17620282868314519,0.25530560436649086,0.21178983348343353,0.24132148328751574,0.25871602549914624,0.271891808373359,0.25246578616940457,0.17958773108790255,0.19571944543959144,0.21208202470848672,0.2730970849988639,0.21884608048184065,0.16868191562544738,0.21329389061093,0.22593343557030046,0.22632764619632964,0.23595462784267596,0.27010273382715555,0.23370239548006067,0.17545377139164053,0.1858595077441204,0.20645070639090005,0.27516202552797175,0.23981988710539964,0.1837237416098892,0.17919023845699736,0.1778380749652388,0.25631532090940923,0.2814774233830626,0.22305297944608604,0.2774836402265812,0.18509967773325678,0.2031143989265792,0.21771334255050445,0.3734326856236674,0.23159798903943873,0.37314761647132677,0.23117310028595575
3055_2515,0.2696670182772966,0.22193226251995862,0.17708163368657823,0.25626994853461926,0.21625842537927362,0.2301911853674272,0.2505931843978514,0.26854916815676144,0.24772470709794545,0.17882132221437183,0.19520198555868273,0.21173802916232795,0.26208265052003843,0.2127287382127288,0.16931333810532126,0.2134181162226983,0.23706017170621774,0.21738568460439556,0.2302445072980527,0.2575146011684252,0.2320487004300712,0.1754134766047581,0.1878869529058821,0.2063138623421221,0.27535529447776314,0.23113578615863492,0.18484992949528126,0.176049614557781,0.17088161013282965,0.2429966869644276,0.2709418606154352,0.22378370055548027,0.26862605035332593,0.18336511557709828,0.2006882608253905,0.21716219614794913,0.3793421118183339,0.24083349547735747,0.3801492369500274,0.2287061544657305
3055_2520,0.289144869335586,0.22007784610314843,0.18026868020209214,0.28826951571129306,0.23501576747679506,0.22842241406116942,0.246449282248671,0.2981671000792463,0.25488975053191887,0.17959510297217268,0.19526699330403072,0.21454050303881608,0.27546923486503233,0.2147502046990794,0.17447470184525196,0.22357180120314663,0.2600112128387268,0.2195658709342904,0.22904581042666844,0.2607715136597954,0.23750000402850768,0.17789233321785225,0.1914670809516544,0.21307346068285557,0.2994015965055912,0.22540548821551165,0.18606265808673614,0.19897480671926018,0.18029244888309118,0.23727895749160313,0.2638527540571822,0.2680191545531781,0.27807607904123793,0.18186546302910248,0.1981169279477563,0.21600754511820455,0.4422619400816624,0.26474364095815656,0.4332541583241678,0.2393278550675359
